database	amr gene	contig amr	amr length	contig length	amr coverage	length	pident
../b3/BAL_Kl.fa	pare	k141_384354	1893	356	19	354	85.593
../b3/BAL_Kl.fa	ompr	k141_162500	720	487	11	78	91.026
../b3/BAL_Kl.fa	uhpt	k141_183418	1392	539	39	539	85.343
../b3/BAL_Kl.fa	papb	k141_472881	1383	491	36	491	91.039
../b3/BAL_Kl.fa	papa	k141_259523	1542	377	24	377	91.777
../b3/BAL_Kl.fa	papd	k141_95101	816	533	15	123	95.935
../b3/BAL_Kl.fa	fimd	k141_467074	2616	515	20	515	95.922
../b3/BAL_Kl.fa	fimc	k141_119971	705	327	46	326	95.092
../b3/BAL_Kl.fa	entf	k141_492506	3882	378	10	378	99.206
../b3/BAL_Kl.fa	entf	k141_308853	3882	520	7	291	97.938
../b3/BAL_Kl.fa	entf	k141_173000	3882	320	8	322	85.714
../b3/BAL_Kl.fa	entc	k141_42646	1188	422	36	422	95.261
../b3/BAL_Kl.fa	ente	k141_217260	1608	470	29	469	97.228
../b3/BAL_Kl.fa	ente	k141_201465	1608	534	19	304	99.013
../b3/BAL_Kl.fa	entb	k141_201465	852	534	24	204	88.725
../b3/BAL_Kl.fa	enta	k141_100087	786	402	51	403	95.782
../b3/BAL_Kl.fa	rnfc	k141_423788	2262	303	29	303	98.020
../b3/BAL_Kl.fa	rnfc	k141_423788	2262	303	29	176	95.455
../b3/BAL_Kl.fa	rnfc	k141_423788	2262	303	29	176	94.886
../b3/BAL_Kl.fa	rnfc	k141_423788	2262	303	29	176	94.318
../b3/BAL_Kl.fa	rnfc	k141_423788	2262	303	29	128	94.531
../b3/BAL_Kl.fa	rnfc	k141_423788	2262	303	29	74	89.189
../b3/BAL_Kl.fa	rnfc	k141_450656	2262	414	14	306	96.078
../b3/BAL_Kl.fa	fliy	k141_495287	801	308	38	311	94.534
../b3/BAL_Kl.fa	ybtt	k141_645	804	343	26	210	99.048
../b3/BAL_Kl.fa	gyra	k141_292122	2634	439	17	438	92.466
../b3/BAL_Kl.fa	mrkb	k141_56820	702	727	66	462	99.567
../b3/BAL_Kl.fa	parc	k141_106508	2259	395	17	396	89.899
../b3/BAL_Kl.fa	pare	k141_469493	1896	321	17	321	98.131
../b3/BAL_Kl.fa	pare	k141_384354	1896	356	19	354	95.198
../b3/BAL_Kl.fa	pare	k141_139849	1896	328	16	310	98.387
../b3/BAL_Kl.fa	ompr	k141_162500	720	487	10	75	97.333
../b3/BAL_Kl.fa	gyrb	k141_326463	2415	795	17	402	96.766
../b3/BAL_Kl.fa	gyrb	k141_100847	2415	341	14	341	99.120
../b3/BAL_Kl.fa	mrka	k141_590291	609	502	82	498	98.996
../b3/BAL_Kl.fa	alld	k141_240289	1017	451	38	389	96.144
../b3/BAL_Kl.fa	ompk36	k141_57127	1104	406	19	205	90.244
../b3/BAL_Kl.fa	uhpt	k141_183418	1392	539	39	539	92.393
../b3/BAL_Kl.fa	uhpt	k141_477352	1392	409	29	405	90.617
../b3/BAL_Kl.fa	oqxa10	k141_141439	1176	419	32	371	97.035
../b3/BAL_Kl.fa	oqxa10	k141_24465	1176	387	7	85	100.000
../b3/BAL_Kl.fa	oqxa11	k141_141439	1176	419	32	371	97.035
../b3/BAL_Kl.fa	oqxa11	k141_24465	1176	387	7	85	100.000
../b3/BAL_Kl.fa	oqxa3	k141_141439	1176	419	32	371	97.035
../b3/BAL_Kl.fa	oqxa3	k141_24465	1176	387	7	85	100.000
../b3/BAL_Kl.fa	oqxa8	k141_141439	1176	419	32	371	97.305
../b3/BAL_Kl.fa	oqxa8	k141_24465	1176	387	7	85	98.824
../b3/BAL_Kl.fa	oqxb14	k141_491176	3153	338	11	338	94.083
../b3/BAL_Kl.fa	oqxb19	k141_491176	3153	338	11	338	94.379
../b3/BAL_Kl.fa	oqxb22	k141_491176	3153	338	11	338	94.970
../b3/BAL_Kl.fa	oqxb25	k141_491176	3153	338	11	338	96.450
../b3/BAL_Kl.fa	oqxb32	k141_491176	3153	338	11	338	94.083
../b3/BAL_Kl.fa	oqxb5	k141_491176	3153	338	11	338	96.450
../b3/BAL_Kl.fa	fosa9	k141_482963	620	324	52	324	95.679
../b3/BAL_Kl.fa	oqxb9	k141_491176	3153	338	11	338	93.195
../b3/BAL_Kl.fa	yagx-ecpc	k141_59655	2526	327	13	327	85.015
../b3/BAL_Kl.fa	yagx-ecpc	k141_107529	2526	399	9	217	92.166
../b3/BAL_Kl.fa	yagx-ecpc	k141_59655	2526	327	13	326	96.626
../b3/BAL_Kl.fa	yagx-ecpc	k141_107529	2526	399	9	217	97.235
../b3/BAL_Kl.fa	mrkf	k141_283721	636	429	30	191	93.194
../b3/BAL_Kl.fa	mrkd	k141_83338	996	1600	76	755	90.199
../b3/BAL_Kl.fa	yagw-ecpd	k141_107529	1644	399	12	191	94.764
../b3/BAL_Kl.fa	sila	k141_205215	3147	786	25	786	97.964
../b3/BAL_Kl.fa	sila	k141_552916	3147	452	14	449	96.437
../b3/BAL_Kl.fa	bamb	k141_484270	1179	425	36	424	86.792
../b3/BAL_Kl.fa	gyra	k141_292122	2637	439	16	432	87.500
../b3/BAL_Kl.fa	uhpt	k141_183418	1392	539	39	539	98.145
../b3/BAL_Kl.fa	dotu-tssl	k141_573712	690	470	68	469	97.441
../b3/BAL_Kl.fa	oqxb24	k141_491176	3153	338	11	338	96.450
../b3/BAL_Kl.fa	roma	k141_351450	891	1451	22	194	100.000
../b3/BAL_Kl.fa	ybtt	k141_645	804	343	26	210	99.048
../b3/BAL_Kl.fa	ybtu	k141_645	1101	343	12	137	99.270
../b3/BAL_Kl.fa	oqxa6	k141_141439	1173	419	30	354	98.305
../b3/BAL_Kl.fa	oqxa6	k141_24465	1173	387	7	85	100.000
../b3/BAL_Kl.fa	oqxb20	k141_491176	3150	338	11	338	94.379
../b3/DEN_En.fa	sila	k141_2072221	3147	1322	42	1322	92.284
../b3/DEN_En.fa	sila	k141_693107	3147	671	21	671	90.313
../b3/DEN_En.fa	sila	k141_884551	3147	905	5	146	90.411
../b3/DEN_En.fa	silb	k141_884551	1293	905	58	746	99.196
../b3/DEN_En.fa	glpt	k141_772471	1359	310	22	303	88.449
../b3/DEN_En.fa	papb	k141_597417	1383	302	21	293	92.833
../b3/DEN_En.fa	gale	k141_1768086	1017	455	22	227	87.225
../b3/DEN_En.fa	glpt	k141_772471	1347	310	22	304	86.842
../b3/DEN_En.fa	merr	k141_253752	456	2755	85	389	91.774
../b3/DEN_En.fa	merr	k141_253752	494	2755	98	484	89.050
../b3/DEN_En.fa	merr	k141_253752	456	2755	85	389	91.774
../b3/DEN_En.fa	sila	k141_2072221	3147	1322	42	1322	95.461
../b3/DEN_En.fa	sila	k141_693107	3147	671	21	671	95.827
../b3/DEN_En.fa	sila	k141_2345132	3147	2480	14	444	81.081
../b3/DEN_En.fa	sila	k141_884551	3147	905	5	149	92.617
../b3/DEN_En.fa	roba	k141_179449	870	315	36	313	86.581
../b3/DEN_En.fa	glpt	k141_772471	1353	310	22	303	92.079
../b3/DEN_Es.fa	fliq	k141_682878	270	327	92	249	98.394
../b3/DEN_Es.fa	rhs-paar	k141_1484873	4134	799	19	799	96.871
../b3/DEN_Es.fa	rhs-paar	k141_1415440	4134	448	11	448	98.661
../b3/DEN_Es.fa	rhs-paar	k141_1484141	4134	431	10	431	97.448
../b3/DEN_Es.fa	rhs-paar	k141_2365307	4134	367	9	368	87.500
../b3/DEN_Es.fa	entc	k141_101190	1176	332	28	332	98.193
../b3/DEN_Es.fa	hlya	k141_2469986	2997	491	8	238	100.000
../b3/DEN_Es.fa	irp1	k141_1236047	9492	424	4	424	99.057
../b3/DEN_Es.fa	mph(d)	k141_1242806	885	305	34	305	100.000
../b3/DEN_Es.fa	irp1	k141_1236047	9492	424	4	424	98.585
../b3/DEN_Es.fa	fliq	k141_682878	270	327	92	248	82.661
../b3/DEN_Es.fa	mcr-9	k141_1201754	1949	1510	2	40	100.000
../b3/DEN_Kl.fa	silb	k141_1639309	1251	369	20	253	75.099
../b3/DEN_Kl.fa	sila	k141_1790653	3147	577	18	577	97.574
../b3/DEN_Kl.fa	sila	k141_1048523	3147	671	20	635	82.520
../b3/DEN_Kl.fa	sila	k141_240556	3147	4515	7	205	88.780
../b3/DEN_Kl.fa	silc	k141_2358131	1386	921	66	918	95.425
../b3/DEN_Kl.fa	silc	k141_578691	1386	452	18	255	99.608
../b3/DEN_Kl.fa	srpc	k141_1252386	1437	812	20	296	78.716
../b3/DEN_Kl.fa	fliy	k141_1434109	858	531	62	532	82.895
../b3/DEN_Kl.fa	ec-145	k141_320868	696	932	25	176	89.773
../b3/DEN_Kl.fa	tesa	k141_247621	594	983	99	597	86.935
../b3/DEN_Kl.fa	silc	k141_2358131	393	921	32	126	98.413
../b3/DEN_Kl.fa	mrkc	k141_2403780	2487	2431	67	1654	99.456
../b3/DEN_Kl.fa	mrkc	k141_1226433	2487	737	30	735	100.000
../b3/DEN_Kl.fa	mrkc	k141_2282075	2487	1000	38	953	83.526
../b3/DEN_Kl.fa	mrkc	k141_521911	2487	527	21	525	86.286
../b3/DEN_Kl.fa	mrkc	k141_1814396	2487	1494	14	348	85.632
../b3/DEN_Kl.fa	kpne	k141_1513976	363	813	88	321	82.866
../b3/DEN_Kl.fa	gnd	k141_158103	1407	622	44	621	83.253
../b3/DEN_Kl.fa	silb	k141_1080317	1293	1107	20	260	74.231
../b3/DEN_Kl.fa	ptsi	k141_681478	1728	1988	100	1730	88.439
../b3/DEN_Kl.fa	argr	k141_1629242	471	396	78	369	80.488
../b3/DEN_Kl.fa	gspg	k141_2342053	438	1055	39	172	83.140
../b3/DEN_Kl.fa	cyaa	k141_821810	2547	1898	75	1900	84.368
../b3/DEN_Kl.fa	cyaa	k141_1826857	2547	395	13	335	84.776
../b3/DEN_Kl.fa	cyaa	k141_408995	2547	347	4	108	86.111
../b3/DEN_Kl.fa	cyca	k141_1189609	1413	479	34	481	83.368
../b3/DEN_Kl.fa	cyca	k141_2067585	1413	329	23	329	83.283
../b3/DEN_Kl.fa	cyca	k141_1189609	1413	479	34	481	83.368
../b3/DEN_Kl.fa	cyca	k141_2067585	1413	329	23	329	83.283
../b3/DEN_Kl.fa	dfr	k141_1189609	1413	479	34	481	83.368
../b3/DEN_Kl.fa	dfr	k141_2067585	1413	329	23	329	83.283
../b3/DEN_Kl.fa	fimd	k141_365635	2637	490	18	473	77.590
../b3/DEN_Kl.fa	allb	k141_75843	1362	530	37	509	81.729
../b3/DEN_Kl.fa	fes	k141_2467862	1203	1085	16	192	76.042
../b3/DEN_Kl.fa	entf	k141_2467862	3882	1085	15	607	78.913
../b3/DEN_Kl.fa	entf	k141_1902287	3882	548	11	442	79.412
../b3/DEN_Kl.fa	entf	k141_355877	3882	380	9	377	74.536
../b3/DEN_Kl.fa	entc	k141_1262704	1176	651	36	427	70.960
../b3/DEN_Kl.fa	ente	k141_47208	1611	438	27	430	84.651
../b3/DEN_Kl.fa	ente	k141_1946818	1611	669	18	294	84.014
../b3/DEN_Kl.fa	ente	k141_172208	1611	761	3	53	94.340
../b3/DEN_Kl.fa	entb	k141_172208	858	761	73	625	81.280
../b3/DEN_Kl.fa	entb	k141_1946818	858	669	38	325	82.154
../b3/DEN_Kl.fa	gnd	k141_158103	1407	622	44	613	82.871
../b3/DEN_Kl.fa	gyra	k141_1570184	2628	1151	13	353	92.635
../b3/DEN_Kl.fa	gyra	k141_1487654	2628	332	13	331	88.822
../b3/DEN_Kl.fa	glpt	k141_1820478	1359	691	46	627	84.848
../b3/DEN_Kl.fa	rpos	k141_97688	993	1582	89	883	85.957
../b3/DEN_Kl.fa	yagz-ecpa	k141_1760414	588	415	71	415	87.470
../b3/DEN_Kl.fa	parc	k141_1178774	2259	319	14	316	92.405
../b3/DEN_Kl.fa	parc	k141_2331584	2259	713	14	311	88.424
../b3/DEN_Kl.fa	parc	k141_1632218	2259	310	14	308	83.766
../b3/DEN_Kl.fa	parc	k141_1729033	2259	414	11	240	85.833
../b3/DEN_Kl.fa	pare	k141_94573	1893	646	34	644	86.646
../b3/DEN_Kl.fa	pare	k141_2042536	1893	903	15	287	86.411
../b3/DEN_Kl.fa	ompr	k141_2115285	720	1100	83	599	84.307
../b3/DEN_Kl.fa	ompr	k141_719972	720	691	54	389	86.632
../b3/DEN_Kl.fa	uhpt	k141_2415554	1392	1078	60	835	88.144
../b3/DEN_Kl.fa	papg	k141_1120860	420	348	83	348	92.241
../b3/DEN_Kl.fa	papb	k141_675535	1383	558	40	552	94.203
../b3/DEN_Kl.fa	papb	k141_2385303	1383	495	36	492	94.309
../b3/DEN_Kl.fa	papb	k141_2030787	1383	652	7	98	92.857
../b3/DEN_Kl.fa	papc	k141_2030787	864	652	61	527	93.738
../b3/DEN_Kl.fa	papa	k141_485744	1542	804	47	729	95.062
../b3/DEN_Kl.fa	papa	k141_1777985	1542	436	28	426	91.784
../b3/DEN_Kl.fa	papa	k141_2033200	1542	342	22	342	92.105
../b3/DEN_Kl.fa	papf	k141_1481640	471	938	83	393	88.804
../b3/DEN_Kl.fa	paph	k141_1481640	240	938	100	240	98.750
../b3/DEN_Kl.fa	papd	k141_1113659	816	396	49	396	86.869
../b3/DEN_Kl.fa	papd	k141_2008103	816	902	46	376	85.106
../b3/DEN_Kl.fa	papd	k141_1481640	816	938	24	199	95.980
../b3/DEN_Kl.fa	amph	k141_1020426	1158	455	37	424	80.896
../b3/DEN_Kl.fa	acra	k141_160004	1194	482	28	329	80.547
../b3/DEN_Kl.fa	tesa	k141_247621	627	983	99	623	79.775
../b3/DEN_Kl.fa	fepa	k141_1864313	2241	1401	61	1379	79.260
../b3/DEN_Kl.fa	fepc	k141_108092	816	1487	95	776	80.284
../b3/DEN_Kl.fa	fepg	k141_534011	993	469	43	429	80.420
../b3/DEN_Kl.fa	fepg	k141_1268354	993	806	21	205	83.902
../b3/DEN_Kl.fa	fepd	k141_1268354	1005	806	44	445	79.101
../b3/DEN_Kl.fa	gale	k141_1000533	1017	428	40	405	85.432
../b3/DEN_Kl.fa	gale	k141_84441	1017	453	6	65	90.769
../b3/DEN_Kl.fa	setb	k141_3002	1182	334	15	182	93.407
../b3/DEN_Kl.fa	fimh	k141_1389721	906	343	26	239	94.142
../b3/DEN_Kl.fa	fimg	k141_1578661	501	630	13	66	92.424
../b3/DEN_Kl.fa	fimf	k141_655938	528	462	84	449	79.955
../b3/DEN_Kl.fa	fimf	k141_1578135	528	635	8	43	95.349
../b3/DEN_Kl.fa	fimd	k141_969107	2616	3147	96	2531	80.640
../b3/DEN_Kl.fa	fimd	k141_1578135	2616	635	22	567	95.944
../b3/DEN_Kl.fa	fimd	k141_365635	2616	490	19	490	94.694
../b3/DEN_Kl.fa	fimd	k141_1977008	2616	748	25	656	83.537
../b3/DEN_Kl.fa	fimd	k141_625849	2616	326	12	326	95.399
../b3/DEN_Kl.fa	fimc	k141_1571663	705	396	56	395	93.924
../b3/DEN_Kl.fa	entf	k141_1625965	3882	1972	51	1972	98.682
../b3/DEN_Kl.fa	entf	k141_1014149	3882	869	19	757	98.811
../b3/DEN_Kl.fa	entf	k141_2460791	3882	1447	37	1445	82.699
../b3/DEN_Kl.fa	entf	k141_881384	3882	483	12	462	95.022
../b3/DEN_Kl.fa	entf	k141_1666121	3882	362	9	362	99.448
../b3/DEN_Kl.fa	entf	k141_1902287	3882	548	14	549	84.517
../b3/DEN_Kl.fa	entf	k141_355877	3882	380	10	381	83.465
../b3/DEN_Kl.fa	fepc	k141_108092	795	1487	98	783	87.101
../b3/DEN_Kl.fa	fepg	k141_275885	993	2604	52	515	99.612
../b3/DEN_Kl.fa	fepg	k141_534011	993	469	47	469	99.360
../b3/DEN_Kl.fa	fepd	k141_275885	1008	2604	100	1008	99.405
../b3/DEN_Kl.fa	fepd	k141_1268354	1008	806	48	484	86.777
../b3/DEN_Kl.fa	fepb	k141_1609805	960	391	35	335	98.507
../b3/DEN_Kl.fa	fepb	k141_2241719	960	520	38	368	94.022
../b3/DEN_Kl.fa	fepb	k141_2299135	960	723	16	156	97.436
../b3/DEN_Kl.fa	entc	k141_615816	1188	450	35	418	99.522
../b3/DEN_Kl.fa	entc	k141_615816	1188	450	35	46	97.826
../b3/DEN_Kl.fa	entc	k141_1262704	1188	651	36	433	97.460
../b3/DEN_Kl.fa	entc	k141_1569542	1188	368	31	368	92.935
../b3/DEN_Kl.fa	entc	k141_1253185	1188	632	25	294	98.299
../b3/DEN_Kl.fa	entc	k141_187627	1188	515	43	512	82.812
../b3/DEN_Kl.fa	ente	k141_2083219	1608	471	29	471	98.514
../b3/DEN_Kl.fa	ente	k141_1253185	1608	632	20	329	99.088
../b3/DEN_Kl.fa	ente	k141_1946818	1608	669	19	312	99.679
../b3/DEN_Kl.fa	ente	k141_653093	1608	342	21	340	92.353
../b3/DEN_Kl.fa	ente	k141_47208	1608	438	27	436	84.862
../b3/DEN_Kl.fa	ente	k141_172208	1608	761	5	78	97.436
../b3/DEN_Kl.fa	entb	k141_172208	852	761	79	670	89.254
../b3/DEN_Kl.fa	entb	k141_1946818	852	669	40	344	98.547
../b3/DEN_Kl.fa	entb	k141_1964224	852	479	5	41	97.561
../b3/DEN_Kl.fa	enta	k141_1964224	786	479	60	469	95.522
../b3/DEN_Kl.fa	hlyb	k141_1383999	1671	617	26	436	99.083
../b3/DEN_Kl.fa	wzx	k141_2148409	1251	1341	51	639	98.592
../b3/DEN_Kl.fa	wzx	k141_303700	1251	408	21	263	94.297
../b3/DEN_Kl.fa	rnfc	k141_1198576	2262	1025	45	688	92.297
../b3/DEN_Kl.fa	rnfc	k141_1198576	2262	1025	45	348	93.391
../b3/DEN_Kl.fa	rnfc	k141_1198576	2262	1025	45	333	84.985
../b3/DEN_Kl.fa	rnfc	k141_1198576	2262	1025	45	332	84.337
../b3/DEN_Kl.fa	rnfc	k141_1198576	2262	1025	45	230	83.478
../b3/DEN_Kl.fa	rnfc	k141_297893	2262	396	17	386	95.855
../b3/DEN_Kl.fa	rnfc	k141_857518	2262	630	8	176	88.068
../b3/DEN_Kl.fa	fliy	k141_1434109	801	531	66	531	99.058
../b3/DEN_Kl.fa	ybtq	k141_181153	1803	955	53	950	89.368
../b3/DEN_Kl.fa	ybtq	k141_978791	1803	944	9	163	83.436
../b3/DEN_Kl.fa	irp2	k141_1666303	6108	1327	21	1305	84.828
../b3/DEN_Kl.fa	irp2	k141_1642655	6108	776	9	577	98.960
../b3/DEN_Kl.fa	irp2	k141_222285	6108	677	9	567	89.947
../b3/DEN_Kl.fa	irp2	k141_1052197	6108	757	12	758	82.850
../b3/DEN_Kl.fa	irp2	k141_170617	6108	576	9	564	83.865
../b3/DEN_Kl.fa	irp2	k141_1208314	6108	311	5	311	92.605
../b3/DEN_Kl.fa	irp1	k141_13148	9492	2048	21	2029	86.644
../b3/DEN_Kl.fa	irp1	k141_1803687	9492	1955	21	1958	86.925
../b3/DEN_Kl.fa	irp1	k141_1531417	9492	953	10	953	91.186
../b3/DEN_Kl.fa	irp1	k141_1683132	9492	935	10	935	88.235
../b3/DEN_Kl.fa	irp1	k141_1444599	9492	988	10	989	84.125
../b3/DEN_Kl.fa	irp1	k141_1271767	9492	859	9	859	84.284
../b3/DEN_Kl.fa	irp1	k141_306791	9492	306	3	306	99.673
../b3/DEN_Kl.fa	irp1	k141_250736	9492	378	2	177	85.876
../b3/DEN_Kl.fa	ybtt	k141_1408000	804	552	63	506	87.154
../b3/DEN_Kl.fa	fyua	k141_104250	2022	402	20	402	90.050
../b3/DEN_Kl.fa	fyua	k141_1946879	2022	357	18	357	90.756
../b3/DEN_Kl.fa	galf	k141_1688377	897	1066	82	735	97.007
../b3/DEN_Kl.fa	galf	k141_620557	897	574	21	191	97.906
../b3/DEN_Kl.fa	rcsb	k141_428758	651	788	83	538	98.141
../b3/DEN_Kl.fa	gyra	k141_1158658	2634	416	16	416	98.077
../b3/DEN_Kl.fa	gyra	k141_1359773	2634	365	14	365	96.986
../b3/DEN_Kl.fa	gyra	k141_1570184	2634	1151	13	353	94.051
../b3/DEN_Kl.fa	glpt	k141_1820478	1347	691	47	628	89.490
../b3/DEN_Kl.fa	glpt	k141_398339	1347	394	29	394	96.447
../b3/DEN_Kl.fa	glpt	k141_2032312	1347	377	27	360	96.111
../b3/DEN_Kl.fa	glpt	k141_1480137	1347	331	6	82	100.000
../b3/DEN_Kl.fa	mrkb	k141_1814396	702	1494	100	702	99.573
../b3/DEN_Kl.fa	mrkb	k141_1018705	702	718	100	702	85.185
../b3/DEN_Kl.fa	fimi	k141_1570283	537	330	61	329	92.705
../b3/DEN_Kl.fa	parc	k141_1624064	2259	477	21	471	98.938
../b3/DEN_Kl.fa	parc	k141_1632218	2259	310	14	310	99.355
../b3/DEN_Kl.fa	parc	k141_1729033	2259	414	11	240	99.583
../b3/DEN_Kl.fa	parc	k141_2331584	2259	713	14	311	91.640
../b3/DEN_Kl.fa	pare	k141_94573	1896	646	34	646	87.926
../b3/DEN_Kl.fa	pare	k141_2042536	1896	903	15	287	95.819
../b3/DEN_Kl.fa	pare	k141_1304712	1896	426	22	424	84.670
../b3/DEN_Kl.fa	argr	k141_1629242	471	396	79	374	87.701
../b3/DEN_Kl.fa	rpsl	k141_166078	375	1056	100	375	100.000
../b3/DEN_Kl.fa	ompr	k141_2115285	720	1100	83	599	89.482
../b3/DEN_Kl.fa	ompr	k141_719972	720	691	54	392	89.796
../b3/DEN_Kl.fa	gyrb	k141_1661893	2415	937	39	933	87.996
../b3/DEN_Kl.fa	gyrb	k141_302537	2415	491	20	491	95.723
../b3/DEN_Kl.fa	gyrb	k141_1004883	2415	522	20	494	94.737
../b3/DEN_Kl.fa	gyrb	k141_53470	2415	419	17	418	95.933
../b3/DEN_Kl.fa	gyrb	k141_1295421	2415	384	16	382	95.288
../b3/DEN_Kl.fa	gyrb	k141_1648873	2415	888	14	329	99.392
../b3/DEN_Kl.fa	alls	k141_1448440	924	1465	90	829	86.852
../b3/DEN_Kl.fa	entd	k141_1436870	630	824	57	362	98.895
../b3/DEN_Kl.fa	fepa	k141_1864313	2229	1401	61	1368	85.746
../b3/DEN_Kl.fa	fepa	k141_800477	2229	604	27	595	98.319
../b3/DEN_Kl.fa	fepa	k141_195118	2229	487	22	487	96.509
../b3/DEN_Kl.fa	fepa	k141_1436870	2229	824	18	396	100.000
../b3/DEN_Kl.fa	fepa	k141_1147334	2229	303	14	303	92.739
../b3/DEN_Kl.fa	fepa	k141_2018337	2229	625	27	620	77.742
../b3/DEN_Kl.fa	fepa	k141_47043	2229	1020	13	285	87.018
../b3/DEN_Kl.fa	fabi	k141_1934144	789	493	62	491	89.409
../b3/DEN_Kl.fa	manc	k141_832936	1416	768	48	684	85.526
../b3/DEN_Kl.fa	manc	k141_1862489	1416	337	22	312	97.756
../b3/DEN_Kl.fa	rpos	k141_97688	1101	1582	84	923	91.333
../b3/DEN_Kl.fa	rpos	k141_554306	1101	377	34	377	95.225
../b3/DEN_Kl.fa	mrka	k141_1814396	609	1494	42	254	98.819
../b3/DEN_Kl.fa	mrka	k141_1236838	609	590	39	235	99.574
../b3/DEN_Kl.fa	mrka	k141_299315	609	337	55	338	83.728
../b3/DEN_Kl.fa	cusr	k141_791927	684	326	20	140	98.571
../b3/DEN_Kl.fa	cusr	k141_1968531	684	322	8	55	100.000
../b3/DEN_Kl.fa	alld	k141_2365124	1017	398	39	393	99.491
../b3/DEN_Kl.fa	alld	k141_2072354	1017	449	31	316	98.418
../b3/DEN_Kl.fa	ompk35	k141_1032762	435	508	26	112	89.286
../b3/DEN_Kl.fa	ompk36	k141_2283317	1104	574	53	583	90.909
